MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,Delta_MFCC_0,Delta_MFCC_1,Delta_MFCC_2,Delta_MFCC_3,Delta_MFCC_4,Delta_MFCC_5,Delta_MFCC_6,Delta_MFCC_7,Delta_MFCC_8,Delta_MFCC_9,Delta_MFCC_10,Delta_MFCC_11,Delta_MFCC_12,Delta2_MFCC_0,Delta2_MFCC_1,Delta2_MFCC_2,Delta2_MFCC_3,Delta2_MFCC_4,Delta2_MFCC_5,Delta2_MFCC_6,Delta2_MFCC_7,Delta2_MFCC_8,Delta2_MFCC_9,Delta2_MFCC_10,Delta2_MFCC_11,Delta2_MFCC_12,audio_file_name,outcome
-482.27512,58.086063,42.680687,36.68863,33.230217,30.172615,27.278824,24.557405,21.94902,19.462126,17.035915,14.685018,12.425712,0.08864211,0.04841243,-0.004166463,-0.012446033,-0.009592982,-0.005759931,-0.008805055,-0.011568346,-0.009062291,-0.0053076167,-0.0040948614,-0.003878419,-0.0023055263,-0.008170015,-0.0005657847,0.0028059545,-5.3951415e-05,-0.0012238129,-0.001538201,-0.00086096616,-0.00032879462,-0.00045551386,-0.00076324877,-0.00051156996,1.7502418e-06,0.0001795957,50306_PV.wav,0
-501.87952,53.183826,40.008507,35.371292,32.026375,29.277262,26.619286,24.122581,21.711811,19.40608,17.141792,14.951347,12.84352,0.014415587,0.017175078,0.010344977,0.0043269033,0.0013222101,0.00042536508,0.0013627238,0.0018812928,0.0015610808,0.0011168487,0.00060970103,6.11521e-05,-0.0004390178,0.008977156,-0.00054568256,-0.0006024624,-0.00012937697,-0.0007205634,-0.0003504404,-0.00048264707,-0.00035864202,-0.00017315776,-0.00039915912,-0.00078650913,-0.0011262383,-0.001145803,50306_TV.wav,0
-481.32925,69.132614,53.068447,43.561348,38.295925,33.911015,29.619692,25.629942,21.965199,18.546408,15.308015,12.294674,9.569308,0.24854574,0.1317455,-0.02119991,-0.019653475,-0.017446717,-0.009231688,-0.010174153,-0.012425641,-0.005009256,0.0009716667,0.0012261972,0.0005634811,0.0046036136,-0.05730966,-0.03818612,-0.02576054,-0.0052273967,0.0017739274,-0.0019911688,0.00027204803,0.003901501,0.0051881815,0.004195845,0.0047506564,0.005394454,0.005031253,50311_MV.wav,1
-454.26367,84.94148,52.155914,42.367332,37.120167,32.91953,28.839615,25.167364,21.851439,18.847336,15.927358,13.221435,10.742325,-0.04646874,0.014422306,0.0027075422,-0.0038868987,0.00024066915,-4.2768625e-06,0.0019125111,0.0043725735,0.0060764463,0.006700089,0.0057466733,0.004184916,0.0029236642,-0.18192919,-0.08322205,-0.009123312,-0.009912998,-0.009391499,-0.0063236374,-0.0035458554,-0.0012938918,0.0010102513,0.0026741028,0.0032182883,0.0021031252,0.0017653052,50311_PV.wav,1
-466.12875,73.647934,52.026268,42.64461,37.36516,33.13674,29.263998,25.74356,22.564768,19.638506,16.801525,14.100006,11.578435,-0.04168436,-0.016386895,0.0012501953,0.0018724666,0.004563939,0.0038709675,0.0050468044,0.0069502653,0.0079885665,0.0073080272,0.0061014015,0.004849219,0.004097484,-0.027936928,-0.009023683,-0.0018712485,-0.004625794,-0.0022835499,-0.0016951837,-0.0014511519,-0.0014866977,-0.00090644194,-0.0005800895,-8.5144515e-05,0.0006956655,0.0014745139,50311_TV.wav,1
-433.67334,90.03742,54.12365,41.915443,36.26186,31.869589,27.687944,24.01954,20.847744,18.068136,15.472107,13.118705,11.024467,-0.033797998,-0.0428807,-0.021142693,-0.018217284,-0.014388695,-0.008928353,-0.008861723,-0.00850217,-0.0042696446,-0.00025877487,-0.00020609687,0.00015007102,0.0031351857,-0.021489907,-0.011079363,0.0019514909,-0.0052267187,-0.0028830322,-0.0012842631,-0.0028653718,-0.0041067237,-0.0025384075,-0.0010763083,-0.0021378412,-0.003066199,-0.0010087724,50312_AV.wav,0
-473.60254,68.41347,52.02083,42.796143,37.33027,33.226513,29.403278,25.898712,22.695122,19.745195,16.887365,14.16568,11.624405,-0.03161598,-0.01741265,0.0057646786,0.0023308916,-0.0027903114,-0.002422045,-0.0011402467,-0.0004797533,0.000796379,-1.0630903e-05,-0.0017041952,-0.0017675934,-0.0011672211,-0.026925894,-0.006529455,0.0034113282,-0.000952306,-0.0004040518,-0.00050098036,5.302114e-06,-6.338149e-05,0.00020858183,0.00083556847,0.0007623638,0.00019362662,0.000293665,50312_MV.wav,0
-404.12772,109.23156,56.803616,43.336132,37.808872,33.28674,28.43008,24.201199,20.777224,17.789885,14.804618,12.045676,9.749015,0.14221896,0.03141857,-0.028867342,-0.017105965,-0.013079584,-0.007596452,-0.012162206,-0.010563393,-0.0044682026,-0.00061996235,-0.00069100107,0.0009668251,0.004850336,-0.01910963,0.0062797456,-0.008765957,-0.008052193,0.00023185804,0.001923202,0.00019383189,-7.804465e-07,0.0013226037,0.0022508078,0.0010781109,0.0011681214,0.0022284917,50312_PV.wav,0
-437.26804,85.31102,54.277554,42.34411,36.751247,32.732433,28.582855,24.795958,21.62986,18.839441,16.05929,13.427097,11.1074505,-0.16161798,-0.025504023,-0.0015033087,-0.010532894,0.0071605067,0.007388685,0.0046379524,0.0074728946,0.010562111,0.009292978,0.007632974,0.0072376104,0.007848403,0.03435022,0.0051334146,-0.01690831,-0.009846597,-0.0024696547,-0.0021301603,-0.0042916033,-0.0015948169,0.00042077134,0.0007578538,-2.813659e-05,-0.0006476112,0.0006571949,50312_TV.wav,0
-442.93362,80.70518,55.080826,44.44834,38.444363,33.342598,28.13595,23.422478,19.47967,15.984054,12.646882,9.713105,7.3911595,0.13691348,0.118134074,0.020697039,-0.008793024,-0.012508735,-0.008516535,-0.015365735,-0.019814448,-0.0136349695,-0.0085744,-0.009918894,-0.011355617,-0.0072455825,-0.14638609,-0.102397874,0.0085294675,0.01761592,0.0033913937,-0.005951385,0.0027546238,0.010443344,0.004157142,-0.00081793143,0.005429263,0.012165852,0.008744679,50314_AV.wav,0
-467.843,69.80088,51.12328,42.591286,37.45702,33.24037,29.270744,25.558973,22.18591,19.071356,16.065464,13.234874,10.632371,0.00027309312,-0.00011697309,0.0030585467,0.0023054637,0.0024449576,0.0023690283,0.0012180225,0.00078110327,0.0010281125,0.0010684,0.00041709738,1.1987918e-06,-7.239049e-05,-0.012024942,-0.020072868,-0.005999488,-0.0007378927,-0.001543743,-0.0026506903,-0.0027996749,-0.0011399228,0.00011483623,2.5370302e-05,-0.00052684074,-0.00097411545,-0.0011738265,50314_MV.wav,0
-475.01465,69.12049,50.703526,42.36078,37.32077,33.137474,28.939583,24.992815,21.475264,18.23995,15.042292,12.039933,9.377568,0.13105573,0.07229564,0.004832456,-0.0044772043,-0.0048628617,-0.0033818206,-0.0056271045,-0.0074649025,-0.005833887,-0.0040607173,-0.0052580344,-0.0057948334,-0.002661747,-0.013953838,-0.0064285574,-0.003500621,-0.0025356056,0.00020226109,0.00037940821,0.0008449026,0.0010117716,0.0014754705,0.001505293,0.0010697246,0.0010176562,0.0016958154,50314_PV.wav,0
-426.76794,76.054115,48.48016,39.804646,35.198982,31.524124,27.85543,24.422695,21.458496,18.771975,16.055138,13.479336,11.192022,0.010993837,0.0107495785,0.002209423,0.0007138545,-9.744573e-07,0.00015139302,-0.00018899949,-0.00076718983,-0.0013824619,-0.0018222814,-0.002063038,-0.002033362,-0.0019877078,-0.05676694,-0.04398887,-0.007737194,-0.0011506212,-0.0019578263,-0.0033271832,0.001122833,0.005145118,0.0051030945,0.0038515856,0.004568746,0.004846557,0.0024987455,50314_TV.wav,0
-483.37463,53.70209,44.389366,39.013405,35.163776,31.583895,28.041187,24.552675,21.193459,17.986073,14.944238,12.086698,9.44383,0.006954853,0.0045640427,-0.0017671712,-0.002266203,8.325511e-05,-0.000256764,-0.000574203,-0.0014289588,-0.0002438272,0.0014791744,0.00074130227,0.00037466074,0.0017578335,-0.03362376,-0.010265824,-0.0027815553,-0.0008327652,0.0014436154,-0.0002450896,0.00019455877,0.0012909888,0.0013246002,0.00033277858,-4.9975723e-05,0.00047591614,7.015209e-05,50316_AV.wav,1
-448.36508,78.73521,53.151714,43.106903,37.636356,32.927258,28.217033,23.867867,20.122686,16.762163,13.566475,10.735908,8.358341,-0.2140739,-0.19913268,-0.03297778,0.02287924,0.0049229283,-0.00086052285,0.016281094,0.028684106,0.02057433,0.011735145,0.017140638,0.020483524,0.011859032,0.04113741,0.029423876,-0.00835127,-0.0114960745,-0.0063849497,-0.0077142683,-0.00818656,-0.008799627,-0.008169182,-0.007025243,-0.008408518,-0.009248222,-0.0079671,50316_MV.wav,1
-471.5569,77.05273,52.629147,41.396893,36.8532,33.151302,29.007156,25.293402,22.20653,19.295986,16.265825,13.395436,10.925089,-0.30288434,-0.28102037,-0.024134513,0.054457273,0.02469605,0.0013888926,0.03183141,0.055028047,0.03980128,0.024785535,0.036009707,0.041395128,0.018715326,-0.027190696,0.10049058,0.037208617,-0.04298171,-0.014112962,0.0059692883,-0.0129899345,-0.02788379,-0.0114524765,-0.0012761218,-0.012549591,-0.016880486,-0.0041219476,50317_AV.wav,1
-474.1263,73.35668,55.526966,44.8704,38.642445,34.27462,29.724075,25.409456,21.688074,18.304558,14.873736,11.580299,8.750725,-0.29074132,-0.062392924,0.08159145,0.07652349,0.06144131,0.025338652,0.03417294,0.047329556,0.031298924,0.012918954,0.017436627,0.02645929,0.020321691,-0.49869344,-0.32228184,-0.034393243,0.025245272,0.011354575,-0.016409263,0.00925391,0.030680208,0.018099312,0.0039232555,0.015687173,0.03025161,0.01834743,50317_PV.wav,1
-470.3723,75.753624,50.431057,40.891464,36.203773,32.057972,28.20189,24.644327,21.483295,18.600647,15.815455,13.275355,10.955704,0.30956742,0.15736733,-0.039920088,-0.032899346,-0.008266807,-0.0076865135,-0.022583839,-0.027377566,-0.017353658,-0.010702944,-0.014065986,-0.01031836,0.0022199908,0.064900525,0.042329937,-0.0046454333,-0.01887667,-0.0043644644,-0.00027522005,-0.0089625055,-0.011434933,-0.005213428,-0.0032791435,-0.0066398666,-0.006823451,-0.002365764,50317_TV.wav,1
-449.1585,74.76495,49.893604,41.41259,35.94618,31.941574,28.426144,25.293343,22.4361,19.819626,17.299757,14.892444,12.61039,0.006920691,0.0041647786,-0.006642441,-0.009093688,-0.002263064,-0.002851379,-0.0049105175,-0.0036732238,-0.0013707608,-0.00084598287,-0.002530391,-0.0031812312,-0.0022529266,-0.0024185905,-0.003141397,-0.0035611477,-0.00092630397,0.0009261767,-0.000292247,-0.0010199493,-0.00027058393,0.00052656565,-5.810731e-05,-0.00015372614,0.0006844789,0.0012037822,50318_AV.wav,0
-434.2581,87.915344,50.573193,39.91468,34.423607,30.60214,26.780216,23.530975,20.839035,18.52379,16.17419,13.962343,12.04748,-0.046736196,-0.02271232,-0.0036255482,0.000168255,0.001906633,-0.00041787952,0.0016661094,0.0050470172,0.004782783,0.0032155337,0.0026415796,0.0028286655,0.0025434257,0.004190469,0.007776939,-0.0063645723,-0.008863274,-0.0030777396,-0.0020822058,-0.00404886,-0.005031201,-0.002929759,-0.0010076781,-0.0012089292,-0.0014330861,-0.00022635699,50318_MV.wav,0
-478.2451,70.447174,51.47186,42.01933,37.015522,32.81561,29.075266,25.630795,22.465887,19.533838,16.754713,14.136932,11.6828165,-0.019610208,9.349675e-05,-0.004914641,-0.00801376,0.0012748555,0.001804927,0.00034202795,-0.0003802231,0.0013263352,0.0029446508,0.0024624174,0.0021654353,0.002743186,-0.024084589,-0.0026883988,-0.002667789,-0.0008004426,0.0022133412,0.00023261053,0.00037652036,0.0019899916,0.0025429283,0.0016938263,0.0006705399,0.0002094684,-0.00022493112,50318_PV.wav,0
-446.1547,83.58922,51.71198,41.836334,36.798023,32.51759,28.653723,25.198988,22.115473,19.310848,16.571035,13.986971,11.628844,-0.07313439,-0.033714276,-0.007883174,0.0046053915,0.013211905,0.009303776,0.010689636,0.012596153,0.011071317,0.0034851974,-0.0016539857,-0.00012763523,0.0023906277,0.057243187,0.06176346,0.0048195296,-0.010601696,-0.0022047784,-0.0023048732,-0.00933748,-0.01478178,-0.010306895,-0.005270277,-0.007834531,-0.010249478,-0.007968577,50318_TV.wav,0
-427.17987,103.82301,50.22134,38.819965,34.506477,30.632889,27.183018,24.232965,21.606272,19.332613,17.131605,15.078319,13.111259,0.03739898,0.023371227,-0.015713068,-0.008922644,-0.0030987398,-0.0024706847,-0.0021355199,-0.0002040099,0.003510646,0.004045275,0.0032738915,0.004228927,0.0058769095,0.007546168,0.0032424235,-0.008318304,-0.003913526,-0.002409087,-0.0038965624,-0.0046093306,-0.0047046905,-0.004410902,-0.0053264746,-0.004934278,-0.00415434,-0.0036372412,50319_AV.wav,0
-471.478,63.494267,47.770638,39.835827,35.52142,32.034206,28.451967,25.04087,21.94415,19.07525,16.186148,13.454565,11.030816,-0.08755532,-0.014978749,-0.02537861,-0.022535492,-0.002681533,-0.012516298,-0.013913241,-0.006490558,-0.00022877105,-0.00028632465,-0.0012032175,0.0033955912,0.007277585,-0.021861568,0.015955716,-0.0089124115,-0.019835986,0.0016801566,0.005205834,-0.00038986898,-0.0011925047,0.003794527,0.0032545798,-0.002892279,-0.0046609757,-0.0033583846,50319_MV.wav,0
-467.46097,65.665535,51.258526,41.822678,36.84485,32.89272,29.182083,25.78827,22.641405,19.718897,16.934866,14.274302,11.766801,0.06878869,0.054271385,0.006889963,-0.0036700845,-0.002175774,-0.0010820709,-0.0038841339,-0.006398213,-0.005187032,-0.003480184,-0.0046080863,-0.0056160963,-0.004253993,-0.017955793,-0.023542244,-0.0060494933,0.0025246213,-0.0013341561,-0.0040036496,-0.0019000556,0.00033728083,-0.0015168467,-0.0028943825,-0.0018109031,-0.0008181494,-0.0013816507,50319_PV.wav,0
-461.2114,73.13802,51.933807,42.581097,37.375187,33.17813,29.264452,25.637556,22.315105,19.249344,16.311172,13.52694,10.960383,0.017461488,0.013792123,-0.0016633619,-0.005431467,-0.0022023336,-0.00061542005,-0.0012782105,-0.0005583714,0.0013287357,0.0017291167,0.0007566644,0.0009543598,0.002301377,-0.022230385,-0.018055698,-0.0068357512,-0.0042869975,-0.001722087,-0.00056948344,-0.0014015976,-0.0011152609,0.00029713655,0.0008419515,0.00097533985,0.0011044173,0.0011378746,50319_TV.wav,0
-450.03235,75.383484,52.8319,42.464848,37.011868,32.591255,28.574236,24.907404,21.562733,18.488369,15.60317,12.929675,10.48397,0.016118119,0.01452838,0.0028559025,-0.0062937792,-0.0012162903,0.0010210124,-0.0023299644,-0.0022704487,0.000996297,0.0012029193,-0.0019316991,-0.0024712232,-0.00019270873,-0.059855048,-0.039614346,-0.010004216,-0.0063875816,-0.00015191027,0.0011561521,-0.0012405475,-0.0021374982,-0.0012494902,0.0005180273,0.0024384863,0.0042481907,0.004376535,50321_AV_1.wav,0
-481.09402,59.744396,49.667675,42.489777,37.53451,33.29674,29.109224,25.124582,21.390398,17.89198,14.591742,11.545739,8.7993555,0.03685307,0.01497324,-0.0072168773,-0.003918434,-0.005677244,-0.001973368,-0.0015961658,-0.0013449857,0.00061511697,0.0005650043,-0.0003807642,-0.0007584686,-0.00041374197,0.030124698,0.022537353,-0.00019208212,-0.0008609866,0.0032900705,0.003413311,0.001943956,0.0011377593,0.0013862436,0.0013612044,-1.9287389e-05,-0.00039594233,0.00032949605,50321_AV_2.wav,0
-418.9676,100.915474,58.757328,45.58044,39.103233,34.183674,29.067148,24.48208,20.663795,17.319284,13.951209,10.860898,8.266629,-0.13379921,-0.051232573,0.019980628,0.020137584,0.014683599,0.011531843,0.018109031,0.022664178,0.02004911,0.014698904,0.014721575,0.017487727,0.016350891,-0.056779362,-0.02146259,0.015313813,0.016817905,0.012736314,0.011478532,0.010432384,0.008157619,0.0075390614,0.0061811926,0.0032471155,-0.00012695382,-0.0038839641,50321_MV_1.wav,0
-455.9665,76.61339,55.545654,45.538097,39.580563,34.537964,29.823456,25.476269,21.50976,17.83926,14.433267,11.309865,8.498247,-0.031122195,-0.012892483,0.0030679496,0.0023001027,0.0033731526,0.0019544638,0.0016656823,0.0023743575,0.002601907,0.0016113005,0.00039590112,0.00026253675,0.0003534603,0.008330213,0.005096489,-0.0012206165,-0.004498653,-0.0022177254,-0.0008322079,-0.003006415,-0.0036908418,-0.0022357444,-0.001265686,-0.0019454577,-0.0023779569,-0.0014475479,50321_MV_2.wav,0
-476.48856,57.363647,47.07874,40.720646,36.36708,32.432137,28.574165,24.890099,21.394457,18.055428,14.8554535,11.85669,9.137751,0.10796242,0.07038035,0.0017971464,-0.019462774,-0.016415274,-0.008503415,-0.013132961,-0.017889474,-0.012748869,-0.0079466,-0.009566401,-0.009557717,-0.004405691,-0.06596715,-0.048868325,-0.0047614747,0.0046352767,0.0010961961,-0.0021500771,0.0019713545,0.005273225,0.001721909,-0.0013314137,0.00048520052,0.0016272776,-0.0010219405,50323_AV.wav,0
-470.0311,76.215744,53.586758,43.67333,37.86261,33.34153,29.123001,25.227596,21.632294,18.372034,15.330958,12.548477,10.030766,0.116269,0.058357876,-0.011723104,-0.020351492,-0.0085572945,-0.001121638,-0.007390979,-0.009293776,-0.0044631003,-0.0020180116,-0.0031327382,-0.0012195889,0.0035380549,-0.10541754,-0.04025554,-0.012068749,-0.01341826,-0.0032459183,-0.0059619085,-0.006440215,-0.0016617996,0.0017990186,0.002694599,0.0034878305,0.00257832,0.0009756445,50323_MV.wav,0
-463.79507,65.00946,45.75377,38.85406,34.693665,31.025976,27.53001,24.28207,21.242928,18.429262,15.749424,13.218056,10.880863,0.04906432,0.028240247,0.006520861,0.0067589665,0.0035720654,0.0017410703,0.0016670633,0.0021861237,0.0016665333,0.0013116985,0.0021437146,0.0031384137,0.0030523892,0.022234665,0.015806038,0.0006725057,-0.004101917,-0.0029409172,-0.0013142121,-0.0019537287,-0.0028680172,-0.0015705023,-6.584398e-05,-0.0007075669,-0.0013118936,-0.00012647743,50323_PV.wav,0
-470.81992,58.75641,45.026146,37.89071,34.05336,30.673557,27.514015,24.546896,21.762085,19.128597,16.565447,14.106451,11.782893,0.062474206,0.043412905,0.0032405183,-0.0057815686,-0.0038018138,-0.0016469173,-0.0044031753,-0.0062650205,-0.0042402083,-0.0031692581,-0.0049363323,-0.0056930487,-0.003845738,-0.04262879,-0.019932143,-0.0028951815,-0.0038162523,-0.001904186,-0.0016453313,-0.0011668021,-0.0005284846,2.7709677e-05,-5.5307235e-05,0.00013471229,0.00054105115,0.00024766245,50323_TV.wav,0
-446.47702,88.18224,56.423573,43.261692,37.61158,33.08469,28.99223,25.24817,21.893446,18.843008,15.971233,13.303526,10.853824,-0.083571896,-0.044477124,-0.0039204946,0.0007214937,0.0015123022,0.0013024247,0.0033332207,0.004225769,0.004045522,0.003421137,0.003655651,0.0040869107,0.0033095332,-0.050362583,-0.025690453,-0.0023697913,0.0038393133,0.0011087336,-0.0008384241,0.0024492822,0.00533408,0.0046282816,0.0034609844,0.005077065,0.006969392,0.005280123,50325_AV.wav,0
-485.27972,60.675888,47.95603,40.258293,35.589363,31.828749,28.30339,25.022161,21.970198,19.078665,16.315996,13.727271,11.33591,-0.05484795,-0.023535702,0.0052378587,0.014206402,0.013131402,0.007680212,0.007279185,0.006349049,0.0031130502,0.0013852419,0.0020130323,0.0012981725,-0.0010591202,-0.07219907,-0.027799109,0.005188839,0.00088261906,0.0012901757,0.0027592743,0.0044204094,0.006123201,0.006178965,0.0030319146,-0.0006482415,-0.001463937,0.0010526925,50325_MV.wav,0
-422.17902,94.36605,54.77559,41.549446,35.8552,31.993061,27.33042,23.225607,20.297224,17.839888,14.982558,12.257236,10.204598,0.080593765,0.041867726,-0.009620854,-0.011427593,-0.0051105195,-0.002204883,-0.006146286,-0.007717029,-0.0044264263,-0.0011755389,-0.0031567886,-0.0048203077,-0.0029192478,-0.026485775,-0.017632188,-0.007238359,-0.0012398391,0.0010029508,-0.0019413931,-0.0012972999,0.00051481195,-0.0002275772,-0.0011572083,-0.0008996822,0.00082669785,0.0019491373,50325_PV.wav,0
-454.70633,80.355316,51.86485,40.85985,35.985645,32.072456,27.98807,24.408667,21.522995,18.842524,16.117935,13.578712,11.391708,-0.069458604,-0.07902595,-0.054263122,-0.052840896,-0.05197429,-0.04167064,-0.03640541,-0.03242503,-0.021157978,-0.010154975,-0.0046588923,0.00017535282,0.0065982696,0.005169517,-0.007544825,-0.021750191,-0.00994925,0.0033125882,0.0035116384,0.00026581652,-0.0033379772,-0.004945789,-0.0036040691,-0.0057556964,-0.009330233,-0.008194335,50325_TV.wav,0
-454.12772,71.10846,47.98658,39.86174,35.237675,31.733545,28.094751,24.78781,21.973087,19.371449,16.68872,14.124414,11.847541,-0.024292426,-0.030738771,-0.025152737,-0.013733616,-0.008616901,-0.0077351728,-0.0047999052,-0.0023379577,-0.0015047751,-0.00092814583,0.00061088253,0.0029224614,0.0033335611,-0.007755384,0.0059614843,0.00038123765,0.00316487,0.006471197,0.0022074007,0.002523789,0.0030085829,0.0017771703,0.00097270595,0.0012209879,0.0019489034,0.00076412904,50326_AV.wav,0
-446.08975,83.564926,50.390686,40.39391,35.291233,31.492098,27.492918,23.89706,21.054655,18.606527,15.919878,13.36573,11.264118,0.05904519,0.031696912,-0.0074562705,-0.0047505875,0.0009233911,0.0013879032,-0.00016728614,-0.0011201876,1.3595577e-05,0.0006212351,-0.00029682808,-0.0004302315,0.00061162974,-0.014927151,-0.011938395,-0.0038707848,0.0024674144,0.0029160993,0.00096766313,0.0012645806,0.0030870507,0.002418179,0.0011069166,0.0008905112,0.0013375479,0.0010077454,50326_MV.wav,0
-424.21518,88.277115,51.061,40.611607,35.094486,31.509567,27.337698,23.752838,21.076492,18.784023,16.191399,13.707386,11.676266,0.032933276,0.0040060584,-0.010934745,-0.0068842582,-0.0036306623,-0.0016178542,-0.0032416536,-0.0027195504,-0.00043390816,0.00066510343,-0.000455417,-0.0011390058,-0.0009372845,0.03502746,0.01072109,-0.005758845,-0.0049592545,-0.0024130219,-0.0017496465,-0.0033061819,-0.0035898306,-0.0021995322,-0.0017198786,-0.0019337706,-0.0013269152,0.00035945233,50326_PV.wav,0
-461.48013,69.45133,45.97154,37.959385,33.59501,30.33431,26.936674,23.90144,21.37593,19.095085,16.70075,14.411172,12.405089,0.013957139,0.01450301,-0.0017588594,-0.009133041,-0.0042696944,-0.0018058555,-0.004959353,-0.0071461624,-0.004315732,-0.002654034,-0.0043334635,-0.004542445,-0.002015002,-0.023953522,-0.012582841,0.00020985525,-0.0019248488,-0.0008073129,-0.00020466327,-7.4062875e-05,0.0018320762,0.002077856,0.0012184394,0.0012847364,0.0015404542,0.000619216,50326_TV.wav,0
-445.31976,85.606,53.4045,42.589,36.974686,32.87988,27.996996,23.642593,20.276182,17.273802,14.052098,11.0712595,8.664685,-0.4019441,-0.17572352,0.032275725,0.014914471,0.034778412,0.032744374,0.029474048,0.03323137,0.030632114,0.021989988,0.016631553,0.0145927705,0.015411188,0.12508115,0.026904885,-0.04954467,-0.03975114,-0.020295199,-0.009908635,-0.014287861,-0.01794185,-0.006609867,0.0058638053,0.005017367,0.0013769334,0.0059228037,50327_AV.wav,1
-459.37115,74.13992,51.34398,42.404545,37.427685,33.17968,29.225512,25.511467,22.09988,18.908752,15.839882,12.922879,10.239916,0.02228792,0.03431063,0.0020942388,-0.0105831735,-0.0053629465,-0.00066133693,-0.0037026915,-0.0070368736,-0.004468462,-0.0019916885,-0.004249731,-0.004781027,-0.00033273088,0.022672568,0.026606461,-0.0040742224,-0.012089886,-0.0049351426,-0.005345696,-0.0075564613,-0.00978516,-0.007897786,-0.006975014,-0.008225073,-0.006713178,-0.0017614576,50327_MV.wav,1
-456.64157,82.900505,55.362038,42.983753,37.293213,33.027885,28.922592,25.310955,22.143433,19.223259,16.407263,13.735791,11.309389,0.07383544,0.026843471,-0.005322009,-0.0066309357,0.0036065406,0.0036772396,-0.001109696,-0.0009810387,0.0021942295,0.0039300174,0.0019990164,0.00079245865,0.0025680428,-0.11251845,-0.04272595,-0.001078876,-0.0040462893,0.0068184654,0.0036876407,0.003383157,0.007868462,0.009169012,0.007132282,0.0055758483,0.005179258,0.0049712616,50327_PV.wav,1
-432.79202,93.28443,53.856323,42.78558,36.86409,32.633316,28.136124,24.256416,21.06683,18.258589,15.315693,12.527565,10.231552,0.2626917,0.13347282,-0.007424895,-0.005633508,0.009743379,0.005414774,-0.006545419,-0.00627547,-0.0043280916,-0.0062737614,-0.010939938,-0.011363722,-0.00607716,-0.06444995,-0.0056279036,-0.014472213,-0.024539325,-0.004510058,-0.00083500386,-0.0054880437,-0.0047295108,0.00024060976,0.002653653,0.001372463,-0.0007027383,0.0010372839,50327_TV.wav,1
-464.2419,75.95294,53.080833,44.2485,38.5684,33.863888,29.327171,25.141047,21.410927,18.040987,14.817662,11.841071,9.181373,0.031698916,0.017673384,-0.0040640603,0.0005384547,-0.0003895042,-0.0010101764,-0.0013209876,-0.00043133076,-0.0001609548,-0.00034144733,-0.000781949,-0.0013334663,-0.0016557433,0.004350317,0.0046413685,0.0027071438,0.004877344,0.003926365,0.0029226234,0.0019499745,0.0010509494,0.00043203327,0.0002413113,7.883291e-05,-2.3990568e-05,-9.862839e-05,50330_AV.wav,0
-480.6931,60.785294,48.620277,41.4693,36.960384,32.92903,29.039145,25.279562,21.710024,18.377731,15.217777,12.26491,9.552905,0.035500444,0.026149867,0.005620598,0.0056566205,0.003935741,0.0021335753,0.0014881328,0.002363359,0.001910705,0.0010040471,0.000505324,0.00016586753,0.00021586569,-0.013362128,-0.008013339,0.0025037928,0.005200428,0.0046039075,0.0027264678,0.0025191926,0.0023473562,0.0012704539,-0.00034379514,-0.0015629038,-0.002128039,-0.0024577593,50330_MV.wav,0
-435.41916,101.40885,55.20759,42.548492,37.671078,33.07258,28.679132,24.797785,21.534155,18.733952,15.793208,12.978377,10.593708,0.04666974,0.04930619,-0.020946018,-0.033701003,-0.003807089,0.0023681198,-0.0047548376,-0.0034137815,0.004455244,0.007915332,0.0059206383,0.00692549,0.011885594,0.055568237,0.042355403,-0.01618535,-0.029299308,-0.0107530765,-0.0067321523,-0.015332053,-0.014130557,-0.0067759966,-0.0051768827,-0.008116529,-0.008538373,-0.0047120526,50331_AV.wav,0
-447.95917,87.29046,58.514454,45.0414,38.945045,34.20755,29.486824,25.140018,21.246727,17.786407,14.595377,11.639873,8.959183,0.024570856,-0.007045199,-0.07377471,-0.077953696,-0.05447158,-0.0359119,-0.037940875,-0.03596593,-0.021566957,-0.010062451,-0.009364579,-0.009712523,-0.003907867,-0.31023955,-0.19358557,-0.01523897,0.0020729036,0.010233484,0.017277075,0.020338748,0.018131483,0.019444088,0.016880771,0.012812501,0.01038388,0.008718142,50331_MV.wav,0
-361.92905,122.350716,54.44077,42.441727,36.476044,32.525253,27.478626,23.295145,20.31062,17.925198,15.030411,12.263566,10.148835,0.02826555,0.010110143,-0.003958039,-0.007485442,-0.0065916236,-0.0028212967,-0.00396706,-0.0040777395,-0.0013260304,0.00076611334,0.0010518478,0.0014636493,0.0030878626,-0.037866283,-0.013506972,0.0020387731,0.0020942863,0.0049762563,0.004368327,0.0035213802,0.0029390333,0.0031362395,0.0026515576,0.0015615223,0.0011672209,0.0011739444,50331_PV.wav,0
